"","Hazard","T1_V1","T1_V2","T1_V3","T1_V4","T1_V5","T1_V6","T1_V9","T1_V10","T1_V11","T1_V13","T1_V14","T1_V16","T1_V17","T2_V1","T2_V2","T2_V3","T2_V4","T2_V5","T2_V6","T2_V7","T2_V9","T2_V10","T2_V11","T2_V12","T2_V13","T2_V14","T2_V15"
"14286",3,3,21,3,"N","A","N","D",3,"L",10,1,"D","N",64,16,"N",7,"B",1,40,9,7,"Y","N","E",1,1
"14297",4,1,17,4,"C","K","N","E",12,"H",20,1,"R","N",25,13,"N",7,"A",2,34,21,2,"N","N","E",2,4
"14298",1,16,9,3,"B","A","Y","D",8,"B",10,1,"I","N",40,9,"N",11,"A",2,40,16,3,"Y","N","E",2,3
"14301",1,3,24,1,"N","B","Y","B",2,"B",5,1,"E","N",53,13,"Y",3,"B",2,40,6,3,"Y","N","E",2,1
"14304",1,9,17,3,"B","A","Y","D",8,"A",15,1,"B","N",91,13,"Y",8,"A",2,40,4,7,"Y","N","E",4,2
"14305",21,9,9,3,"N","C","N","D",8,"L",5,1,"I","N",42,14,"Y",15,"A",2,37,16,1,"N","N","A",2,10
"14306",1,3,18,5,"N","B","Y","D",3,"E",10,1,"B","N",100,9,"N",20,"A",2,37,6,1,"Y","N","C",2,1
"14324",1,6,16,2,"B","I","Y","E",12,"I",10,2,"P","N",82,10,"N",19,"A",1,37,2,6,"Y","N","E",1,10
"14326",1,9,1,1,"N","C","Y","C",3,"B",15,3,"C","N",84,17,"Y",9,"B",2,34,8,6,"Y","N","E",4,1
"14331",1,12,16,4,"N","C","N","D",8,"A",10,1,"A","Y",73,13,"N",12,"B",1,40,1,1,"Y","Y","E",1,1
"14332",4,9,5,4,"B","C","N","B",7,"L",5,1,"B","N",92,13,"Y",11,"A",3,37,19,7,"Y","N","E",3,3
"14333",4,5,12,4,"B","I","N","E",2,"H",5,1,"K","N",49,9,"Y",9,"A",4,40,14,6,"N","N","A",4,2
"14334",7,12,13,4,"G","K","N","E",8,"J",15,1,"K","N",99,17,"Y",14,"A",3,37,9,5,"N","N","A",4,10
"14339",6,7,2,2,"B","D","N","D",3,"D",15,2,"B","N",75,11,"Y",5,"B",1,40,11,6,"N","N","A",3,1
"14351",1,13,1,1,"N","A","N","D",8,"A",15,3,"I","N",14,11,"Y",11,"B",2,31,11,1,"Y","N","D",2,1
"14353",4,5,14,1,"C","A","N","D",12,"D",20,2,"I","N",64,8,"N",6,"A",6,25,3,6,"Y","N","E",6,6
"14354",23,13,4,3,"N","H","N","D",12,"B",15,3,"I","N",18,27,"N",8,"A",1,25,17,7,"Y","N","E",1,4
"14355",1,8,3,2,"N","C","N","B",3,"B",20,1,"I","Y",53,15,"N",13,"A",2,40,25,4,"Y","N","E",2,2
"14369",5,8,6,4,"N","C","N","D",8,"B",20,1,"C","N",94,11,"N",11,"A",2,28,15,4,"Y","N","C",2,5
"14374",3,19,10,5,"N","H","Y","D",12,"B",5,1,"B","N",29,11,"N",7,"A",1,40,2,7,"Y","N","E",1,4
"14382",1,9,8,1,"B","H","N","D",2,"B",5,1,"C","N",93,12,"N",11,"A",2,40,17,6,"Y","N","E",5,6
"14384",7,15,10,4,"N","H","N","D",12,"B",15,1,"B","N",39,16,"N",11,"A",2,40,12,7,"N","N","A",3,4
"14385",1,3,17,6,"N","K","N","E",8,"H",15,1,"R","N",86,12,"Y",18,"A",2,40,12,5,"Y","N","E",2,5
"14391",1,1,18,2,"C","H","N","E",8,"H",10,1,"R","N",44,14,"N",10,"D",2,37,22,2,"Y","N","D",2,4
"14399",3,5,11,8,"C","A","Y","D",7,"B",10,1,"B","N",44,8,"Y",5,"A",2,22,22,7,"Y","N","E",4,3
"14405",1,9,20,2,"B","H","Y","E",8,"J",20,1,"N","N",59,17,"N",6,"B",2,40,5,6,"Y","N","E",3,1
"14411",2,8,17,6,"W","B","Y","D",8,"B",20,1,"B","N",91,11,"N",5,"A",2,40,18,5,"Y","N","E",4,3
"14424",2,9,17,1,"N","A","Y","D",7,"B",15,1,"A","Y",54,10,"Y",18,"B",2,40,2,6,"N","Y","A",2,11
"14435",1,15,18,1,"W","H","N","D",7,"B",15,1,"A","N",50,11,"N",3,"B",2,40,10,2,"Y","N","D",2,1
"14438",6,4,17,5,"B","B","N","C",12,"B",15,1,"B","N",66,10,"N",7,"B",2,31,5,6,"Y","N","E",2,1
"14444",7,8,18,4,"N","K","Y","E",2,"H",20,1,"R","N",100,11,"N",20,"A",3,40,14,4,"Y","N","C",3,11
"14452",1,2,7,5,"C","A","Y","D",7,"B",20,4,"B","N",29,12,"N",8,"A",2,40,19,7,"Y","N","E",2,3
"14454",2,6,16,1,"B","A","N","D",3,"B",10,1,"B","Y",82,10,"N",20,"C",1,31,10,7,"Y","Y","E",1,1
"14455",4,13,19,2,"N","C","N","D",8,"L",15,1,"D","N",36,13,"N",8,"B",1,25,8,7,"Y","N","C",3,1
"14459",4,16,11,4,"N","H","N","E",3,"I",10,1,"K","N",94,9,"N",1,"B",1,37,9,2,"Y","N","E",1,1
"14464",4,4,21,4,"N","K","Y","E",8,"J",20,1,"R","N",76,12,"N",7,"A",2,28,25,5,"Y","N","E",2,12
"14465",4,3,20,4,"N","B","N","C",12,"L",10,1,"I","Y",93,19,"N",7,"A",1,37,21,6,"Y","Y","C",1,4
"14466",13,19,12,2,"N","K","Y","E",8,"H",15,1,"R","N",38,12,"N",7,"A",2,40,7,7,"N","N","A",4,4
"14479",1,5,7,5,"B","I","N","E",3,"H",15,1,"K","N",80,8,"N",11,"A",2,37,16,6,"Y","N","E",2,5
"14480",4,19,21,4,"N","C","N","D",12,"B",10,1,"E","N",31,19,"Y",10,"A",4,37,19,2,"N","N","A",5,7
"14487",1,12,13,3,"N","D","N","D",7,"B",15,1,"I","N",50,11,"N",16,"B",2,40,5,5,"Y","N","E",2,1
"14488",3,6,15,1,"B","I","N","E",7,"H",20,3,"M","N",21,9,"N",13,"A",2,22,18,3,"N","N","A",2,11
"14489",1,10,7,5,"G","K","N","E",8,"H",10,1,"R","N",91,20,"Y",20,"A",2,31,17,1,"N","N","A",2,2
"14493",2,8,22,1,"C","H","N","D",8,"B",15,1,"E","N",44,22,"N",4,"B",2,25,11,6,"N","N","A",2,1
"14501",4,2,5,4,"N","K","N","E",12,"H",5,1,"R","N",40,11,"N",4,"A",2,40,23,1,"Y","N","E",3,2
"14502",1,16,4,3,"B","H","Y","D",7,"B",5,1,"B","Y",68,12,"Y",11,"A",2,37,19,3,"Y","Y","D",2,2
"14517",1,5,7,5,"B","J","N","F",8,"H",5,1,"K","Y",65,7,"N",9,"A",2,40,10,6,"Y","Y","E",2,3
"14522",2,15,15,2,"W","H","Y","D",3,"L",15,1,"B","N",40,14,"N",11,"B",2,28,8,3,"N","N","A",3,1
"14530",4,12,20,3,"N","C","N","D",8,"B",20,3,"A","N",30,14,"Y",5,"B",2,40,10,7,"N","N","A",3,1
"14535",6,9,5,4,"N","H","Y","E",3,"M",15,1,"K","N",34,12,"N",5,"B",1,28,10,7,"N","N","A",1,1
"14551",4,18,13,5,"N","K","Y","E",12,"H",10,1,"R","N",72,8,"Y",12,"A",2,31,20,6,"Y","N","D",2,10
"14554",1,18,5,3,"N","K","N","G",8,"H",15,1,"J","N",26,12,"Y",4,"A",2,31,13,6,"Y","N","E",3,2
"14555",2,5,18,4,"B","K","N","E",8,"J",10,1,"K","N",54,7,"N",7,"C",2,28,11,5,"Y","N","E",2,1
"14556",1,12,15,1,"N","H","Y","E",2,"H",15,1,"R","N",88,11,"N",11,"B",4,40,12,1,"Y","N","E",4,1
"14559",1,19,6,4,"N","H","N","E",12,"H",20,1,"K","N",27,9,"N",5,"B",2,40,20,5,"N","N","A",4,1
"14561",7,3,11,2,"C","K","Y","E",3,"H",20,1,"R","N",52,10,"Y",10,"A",2,40,25,4,"Y","N","E",4,2
"14562",8,18,14,1,"N","A","N","D",12,"B",10,3,"A","N",31,11,"N",6,"A",2,34,4,4,"N","N","A",4,2
"14566",13,2,16,5,"N","H","Y","E",7,"H",10,1,"R","N",40,12,"N",4,"B",2,34,7,5,"Y","N","E",2,1
"14586",8,5,15,9,"C","A","Y","D",3,"B",15,1,"H","N",91,7,"Y",13,"C",1,25,15,6,"Y","N","E",1,1
"14587",4,17,18,2,"B","B","Y","D",8,"B",20,1,"A","N",61,10,"Y",11,"A",1,28,21,1,"Y","N","E",1,6
"14596",6,11,5,3,"N","K","N","E",8,"M",5,1,"N","N",54,12,"Y",12,"A",2,22,21,7,"Y","N","D",2,5
"14610",1,9,19,2,"N","H","N","D",3,"B",15,1,"I","N",72,10,"N",4,"B",2,37,8,5,"Y","N","E",2,1
"14614",1,1,19,3,"C","A","Y","C",7,"F",10,3,"I","N",25,28,"N",9,"A",2,34,21,7,"N","N","E",5,2
"14623",1,7,16,2,"B","I","N","E",7,"K",20,1,"K","N",78,8,"N",15,"A",2,40,22,3,"Y","N","E",2,5
"14627",1,3,5,4,"C","H","Y","B",8,"B",5,1,"C","N",62,13,"Y",8,"A",2,37,2,3,"Y","N","E",2,3
"14635",1,8,14,2,"N","H","N","D",12,"B",10,1,"B","N",64,18,"N",10,"A",2,25,6,7,"N","N","D",4,6
"14637",10,5,17,2,"W","I","N","E",12,"H",20,1,"K","N",72,6,"N",18,"A",2,40,19,7,"Y","N","E",2,10
"14647",4,16,8,5,"B","A","N","D",7,"B",5,3,"B","Y",83,7,"N",13,"A",1,34,16,3,"Y","Y","E",1,6
"14648",1,13,5,4,"N","B","N","D",7,"B",15,1,"I","N",50,21,"Y",4,"B",1,40,18,6,"N","N","A",1,1
"14652",5,6,17,2,"N","K","N","E",2,"J",5,1,"K","N",48,7,"N",18,"A",3,37,1,5,"Y","N","E",3,11
"14655",1,19,19,1,"B","C","Y","D",12,"B",10,1,"B","N",50,20,"N",4,"A",1,40,11,6,"N","N","A",1,2
"14657",1,8,6,1,"W","I","N","E",12,"J",15,3,"R","N",19,17,"Y",14,"A",3,22,16,6,"Y","N","C",3,8
"14658",5,7,3,2,"C","K","N","E",3,"H",10,3,"J","N",83,10,"N",13,"A",3,37,2,7,"Y","N","E",3,3
"14665",1,19,18,3,"N","K","Y","E",12,"H",10,1,"N","Y",95,13,"N",10,"A",4,22,19,5,"Y","Y","E",4,7
"14667",5,15,6,2,"B","C","N","D",3,"B",15,1,"E","N",54,21,"N",3,"B",2,40,16,3,"Y","N","E",2,1
"14674",5,16,18,1,"N","B","N","D",3,"B",15,2,"G","N",37,7,"Y",15,"A",4,28,13,7,"Y","N","E",4,11
"14678",9,18,14,5,"W","K","N","E",3,"H",15,3,"K","Y",43,14,"N",9,"C",2,37,11,4,"Y","Y","E",2,1
"14683",5,10,22,5,"N","C","Y","D",12,"L",5,1,"I","Y",57,13,"N",7,"A",6,34,5,2,"Y","Y","D",6,3
"14694",7,15,1,1,"N","B","N","D",7,"A",20,1,"I","N",52,8,"Y",4,"B",1,40,17,5,"Y","N","E",1,1
"14697",5,2,19,6,"N","C","Y","D",12,"L",10,1,"G","N",92,13,"Y",10,"A",1,34,15,7,"Y","N","A",1,2
"14716",2,8,8,1,"W","H","Y","E",8,"H",20,1,"K","N",44,17,"Y",1,"B",2,37,1,6,"N","N","E",2,1
"14719",10,2,23,3,"N","C","N","D",2,"L",10,1,"I","N",63,20,"N",5,"B",2,34,5,6,"Y","N","E",2,1
"14728",1,12,23,4,"B","C","N","D",12,"B",5,1,"I","N",33,15,"Y",3,"A",2,28,10,4,"Y","N","E",2,1
"14736",1,14,10,1,"N","H","N","D",12,"B",10,4,"A","N",83,13,"N",11,"A",2,34,18,7,"Y","N","E",2,3
"14746",8,9,3,2,"N","H","N","E",12,"I",15,1,"K","N",9,14,"N",4,"B",2,40,13,6,"N","N","A",2,1
"14748",7,7,21,4,"N","K","Y","E",2,"H",20,1,"K","N",62,11,"Y",4,"A",2,34,2,3,"N","N","D",2,4
"14755",6,8,9,5,"N","K","N","G",3,"H",15,1,"J","N",69,10,"N",7,"A",2,31,21,6,"Y","N","D",5,2
"14758",5,6,19,2,"N","A","N","D",3,"B",15,1,"I","N",40,8,"Y",6,"A",1,37,18,3,"N","N","C",2,1
"14760",1,9,21,2,"W","H","N","E",12,"J",10,3,"R","N",17,16,"N",9,"B",1,28,10,5,"N","N","A",1,1
"14761",4,5,5,4,"C","K","Y","F",2,"H",20,1,"K","N",52,10,"N",4,"A",1,40,15,7,"N","N","A",2,2
"14770",2,3,19,1,"N","H","Y","E",2,"H",15,1,"K","N",83,10,"Y",16,"B",1,40,15,5,"N","N","A",1,1
"14771",17,19,10,1,"N","K","N","F",8,"H",20,2,"K","N",23,12,"Y",12,"A",3,40,1,7,"Y","N","E",4,7
"14773",4,13,13,4,"N","K","Y","E",12,"H",20,1,"K","N",77,10,"Y",16,"A",1,40,1,1,"Y","N","C",1,10
"14776",7,10,5,3,"N","K","N","E",7,"H",15,3,"K","Y",19,12,"N",5,"A",2,31,17,6,"Y","Y","E",3,4
"14777",1,19,5,2,"N","B","Y","D",3,"B",20,1,"B","N",44,10,"N",3,"A",2,28,9,7,"Y","N","E",2,1
"14782",1,13,1,1,"S","H","N","D",7,"B",10,1,"B","N",58,9,"N",3,"B",1,34,3,7,"Y","N","E",1,1
"14784",6,2,17,2,"N","A","Y","B",12,"B",10,2,"B","N",54,13,"N",7,"B",3,40,24,6,"Y","N","E",3,8
"14786",7,10,3,2,"S","I","Y","E",3,"H",20,1,"R","N",77,14,"N",11,"A",2,40,1,3,"Y","N","C",2,2
"14789",11,17,6,1,"B","I","N","E",8,"H",10,3,"J","N",59,9,"N",20,"A",3,40,1,6,"Y","N","C",3,12
"14795",1,6,18,2,"B","A","Y","D",7,"L",5,1,"B","Y",78,9,"Y",16,"C",1,31,2,7,"Y","Y","E",1,1
"14798",1,19,21,2,"S","H","Y","B",8,"L",20,1,"A","N",76,33,"N",17,"E",2,22,1,5,"N","N","B",2,4
"14800",1,13,19,1,"G","K","N","E",7,"I",20,3,"R","Y",88,19,"Y",20,"A",2,37,19,3,"Y","Y","E",2,2
"14801",1,15,9,2,"N","H","Y","E",12,"H",20,1,"J","N",49,8,"Y",6,"B",2,40,2,7,"Y","N","C",5,1
"14808",4,15,5,3,"N","C","N","D",3,"B",20,1,"E","N",12,12,"Y",16,"A",3,25,15,7,"N","N","A",3,9
"14817",4,12,12,1,"N","C","Y","D",8,"L",20,1,"E","Y",61,14,"Y",8,"B",3,34,3,5,"Y","Y","E",3,1
"14828",8,6,15,3,"B","I","N","E",7,"J",10,1,"R","N",69,10,"Y",10,"A",1,34,21,1,"Y","N","C",1,4
"14829",1,7,18,4,"B","I","Y","E",12,"J",10,1,"J","N",100,9,"N",17,"A",1,31,12,7,"Y","N","C",1,12
"14830",11,15,19,5,"B","I","N","E",12,"H",10,1,"K","N",48,19,"N",14,"A",1,37,18,1,"Y","N","C",1,12
"14832",11,17,12,5,"B","B","N","B",8,"B",15,1,"B","N",49,9,"N",8,"E",2,25,1,3,"N","N","A",5,5
"14843",4,13,22,1,"N","K","N","E",12,"H",10,3,"K","N",84,18,"N",8,"A",2,31,17,6,"Y","N","E",4,4
"14858",1,17,1,1,"N","H","Y","E",12,"H",10,1,"R","N",21,7,"N",16,"B",2,31,11,3,"N","N","A",2,1
"14874",1,18,9,2,"N","K","Y","E",3,"J",10,1,"J","N",25,11,"N",6,"A",1,34,18,6,"Y","N","E",1,1
"14883",1,9,6,4,"N","C","N","D",3,"A",10,1,"F","N",60,12,"N",6,"B",2,22,5,4,"Y","N","C",3,1
"14884",1,15,19,4,"N","H","Y","E",3,"J",20,1,"R","N",25,10,"Y",16,"B",2,22,11,1,"N","N","A",2,1
"14885",2,5,11,5,"E","A","N","B",12,"B",10,3,"B","N",53,8,"Y",8,"A",2,40,8,6,"Y","N","E",2,1
"14886",5,10,17,1,"N","K","N","E",8,"J",20,3,"K","N",22,9,"Y",12,"A",2,34,9,7,"Y","N","D",2,4
"14891",1,1,21,3,"N","A","N","D",2,"B",15,3,"B","N",41,23,"N",7,"A",1,28,21,6,"Y","N","C",2,1
"14905",1,2,12,6,"S","H","Y","E",12,"I",10,2,"R","N",61,19,"N",13,"A",2,37,25,7,"Y","N","E",3,5
"14911",7,12,22,5,"E","K","Y","E",12,"H",20,1,"K","N",44,13,"N",3,"A",2,28,17,6,"Y","N","C",5,2
"14912",2,4,8,6,"N","K","Y","E",12,"H",20,3,"R","N",85,8,"Y",14,"A",1,40,3,3,"Y","N","D",1,5
"14915",1,8,11,4,"B","H","N","D",12,"B",15,1,"B","N",74,18,"N",13,"A",2,40,18,2,"Y","N","C",2,6
"14924",1,6,18,1,"B","A","Y","D",7,"B",15,2,"B","N",90,9,"N",14,"B",1,40,14,6,"Y","N","E",1,1
"14926",8,14,20,7,"N","C","Y","D",12,"B",15,1,"D","N",85,6,"N",17,"A",1,34,24,3,"Y","N","E",3,10
"14930",9,16,5,2,"B","K","Y","E",3,"H",10,1,"K","Y",61,11,"N",3,"C",1,31,16,5,"N","Y","E",1,2
"14932",7,10,21,2,"N","K","N","E",8,"H",20,1,"J","Y",76,19,"Y",20,"A",2,37,5,6,"Y","Y","C",2,12
"14933",4,3,14,4,"N","H","N","D",3,"E",20,1,"B","N",41,16,"Y",5,"A",2,31,16,4,"N","N","A",3,2
"14938",8,19,21,6,"E","K","Y","E",8,"M",10,1,"R","N",81,19,"N",10,"A",2,31,11,7,"N","N","A",5,6
"14943",8,17,18,1,"B","B","Y","D",8,"B",20,1,"A","N",40,9,"N",7,"A",2,37,14,7,"Y","N","E",4,3
"14946",10,5,18,2,"S","I","N","E",12,"M",10,3,"M","N",49,9,"N",22,"A",1,22,24,7,"N","N","A",1,12
"14950",1,18,12,1,"B","H","Y","E",8,"H",20,1,"R","N",24,9,"N",2,"B",2,34,9,3,"N","N","A",2,1
"14965",1,13,18,5,"N","C","N","D",3,"B",15,1,"D","N",77,12,"Y",9,"B",2,25,1,4,"Y","N","E",2,1
"14968",5,8,16,1,"W","H","N","B",12,"B",10,1,"B","N",87,14,"N",14,"A",2,37,3,4,"Y","N","D",2,10
"14983",4,5,8,6,"C","H","N","E",12,"H",20,1,"K","N",45,10,"N",3,"B",2,37,18,3,"N","N","E",2,1
"14991",1,6,16,3,"B","H","Y","E",2,"H",20,3,"R","N",60,12,"N",2,"B",2,40,17,1,"Y","N","E",3,1
"15007",1,14,22,2,"N","C","Y","D",2,"B",10,1,"I","N",89,21,"N",15,"A",2,40,7,6,"Y","N","E",3,3
"15017",4,9,3,2,"N","K","N","E",8,"I",10,1,"J","N",36,10,"N",14,"A",2,37,21,3,"N","N","C",2,3
"15027",1,12,23,2,"S","K","Y","E",12,"H",15,3,"J","N",35,16,"N",4,"A",3,37,18,4,"Y","N","C",3,2
"15029",4,12,17,2,"N","H","N","F",8,"H",10,3,"K","Y",76,21,"N",12,"E",1,40,6,3,"Y","N","E",1,5
"15041",10,15,7,3,"N","A","Y","D",12,"B",15,1,"A","N",56,7,"N",13,"A",4,34,16,6,"Y","N","D",6,5
"15050",1,18,17,3,"W","H","Y","E",3,"J",15,1,"R","N",35,10,"N",10,"D",1,31,1,4,"N","N","A",1,6
"15060",2,16,15,1,"B","B","Y","D",7,"B",15,2,"I","Y",79,8,"N",9,"A",1,22,9,4,"Y","Y","E",1,1
"15061",7,6,7,2,"E","A","N","D",12,"B",15,2,"H","N",50,12,"Y",11,"A",2,28,2,7,"Y","N","E",2,1
"15072",1,7,5,3,"B","A","N","D",3,"B",10,2,"B","Y",87,6,"N",8,"A",2,37,17,6,"Y","Y","E",3,4
"15075",1,4,6,4,"N","A","Y","D",3,"B",15,3,"B","N",62,8,"Y",17,"A",2,31,9,2,"Y","N","D",2,3
"15094",11,16,18,2,"S","B","N","D",7,"B",15,1,"I","Y",94,7,"Y",12,"C",2,37,5,2,"Y","Y","E",4,3
"15095",18,14,22,4,"N","K","Y","E",8,"H",15,1,"K","N",69,30,"Y",10,"A",4,31,23,1,"Y","N","E",5,5
"15096",2,12,2,1,"N","C","Y","C",8,"L",15,1,"A","N",36,21,"Y",4,"B",2,40,14,4,"Y","N","E",2,1
"15098",1,8,11,3,"N","K","Y","E",7,"H",15,1,"L","N",62,10,"N",7,"A",1,40,3,7,"N","N","C",1,7
"15110",4,18,17,2,"N","K","Y","G",7,"J",20,2,"N","N",17,11,"N",9,"A",2,22,10,7,"Y","N","C",2,12
"15123",20,18,19,4,"W","I","N","E",12,"H",20,1,"N","N",55,10,"N",8,"A",2,40,3,3,"Y","N","C",3,3
"15126",1,8,21,3,"N","H","N","D",2,"B",5,1,"D","N",99,18,"N",21,"A",1,34,1,7,"Y","N","D",1,6
"15131",1,18,1,1,"N","A","N","D",3,"B",15,3,"B","N",27,6,"Y",7,"A",2,40,1,3,"Y","N","E",3,1
"15135",10,14,3,2,"N","K","N","F",3,"K",20,1,"J","Y",52,24,"Y",12,"A",3,40,18,6,"Y","Y","D",3,5
"15143",7,12,18,1,"N","K","N","E",3,"H",10,1,"K","N",53,16,"N",12,"A",2,37,20,3,"N","N","A",2,5
"15152",1,4,17,4,"B","I","Y","E",3,"H",10,1,"J","Y",89,11,"Y",19,"A",2,25,11,4,"Y","Y","D",2,2
"15154",5,12,2,1,"N","H","Y","E",7,"J",10,1,"K","N",50,15,"Y",12,"B",1,40,4,6,"Y","N","E",1,1
"15155",1,19,7,5,"N","H","N","E",8,"J",15,3,"R","N",20,19,"N",3,"B",1,40,8,7,"N","N","A",1,1
"15167",4,4,13,4,"N","H","Y","E",12,"H",10,3,"K","N",62,11,"N",4,"B",1,31,11,7,"Y","N","E",1,1
"15169",2,19,17,3,"N","K","Y","E",12,"H",20,1,"R","N",46,8,"N",13,"A",2,25,1,3,"Y","N","E",3,1
"15175",2,15,24,6,"E","K","N","E",3,"I",15,1,"N","N",94,22,"N",20,"A",1,22,7,6,"N","N","A",1,11
"15184",2,5,20,5,"B","K","Y","E",3,"H",10,1,"N","Y",99,8,"N",16,"C",4,40,15,6,"Y","Y","E",4,1
"15187",6,5,18,1,"E","K","N","E",8,"J",10,1,"J","N",8,9,"N",5,"A",2,40,16,7,"N","N","A",4,2
"15194",4,17,13,3,"B","A","Y","D",3,"B",15,3,"B","N",53,10,"N",17,"A",1,31,8,5,"Y","N","D",1,10
"15196",1,17,17,1,"N","A","Y","D",8,"B",10,3,"A","N",35,9,"Y",11,"A",2,40,5,4,"Y","N","E",2,1
"15204",1,18,8,6,"B","H","Y","E",3,"J",15,1,"R","N",94,7,"N",4,"B",1,37,16,4,"Y","N","C",1,6
"15209",5,12,17,5,"N","H","N","E",3,"J",10,1,"K","N",44,13,"N",4,"B",2,40,4,7,"Y","N","A",2,1
"15215",1,16,12,2,"N","B","N","D",12,"L",10,1,"B","N",32,8,"Y",5,"A",3,40,21,6,"N","N","A",6,3
"15219",1,7,6,4,"B","A","N","B",12,"B",10,3,"B","N",85,9,"N",6,"A",2,31,2,3,"Y","N","E",4,1
"15225",2,4,7,5,"N","A","Y","D",12,"B",15,1,"B","N",48,8,"N",16,"A",1,40,9,6,"Y","N","D",1,5
"15228",2,15,18,1,"E","C","Y","D",3,"L",10,3,"I","N",73,17,"Y",4,"A",1,25,17,2,"N","N","A",1,1
"15229",7,16,10,2,"N","A","Y","D",3,"B",10,3,"B","Y",92,8,"Y",14,"A",1,34,5,3,"Y","Y","E",1,4
"15230",1,19,16,1,"E","H","N","E",7,"H",15,1,"K","N",19,12,"N",3,"B",2,40,6,2,"N","N","A",2,1
"15232",4,8,18,3,"B","I","N","E",8,"H",15,1,"K","N",89,15,"N",14,"A",3,37,13,3,"N","N","E",3,11
"15245",4,10,22,4,"N","K","N","F",3,"H",15,1,"N","N",62,25,"N",12,"A",1,40,4,7,"Y","N","E",1,1
"15252",13,15,3,2,"N","A","Y","D",12,"A",20,1,"B","N",31,10,"N",8,"A",2,34,12,1,"Y","N","E",3,2
"15254",1,1,18,2,"C","A","N","D",7,"F",10,2,"A","N",24,18,"Y",6,"A",2,40,21,7,"N","N","E",3,1
"15255",8,4,17,3,"S","I","N","E",8,"H",15,1,"K","Y",28,7,"Y",13,"A",2,31,16,6,"Y","Y","E",2,5
"15256",7,10,17,3,"N","C","Y","D",2,"L",10,2,"I","N",40,18,"Y",4,"C",1,34,8,3,"Y","N","D",1,1
"15262",1,6,7,5,"N","K","Y","E",3,"J",15,1,"N","Y",88,7,"N",11,"A",2,25,22,5,"Y","Y","E",2,2
"15272",4,5,21,3,"N","K","Y","E",3,"H",20,1,"N","N",50,11,"N",17,"A",2,40,9,3,"Y","N","E",2,1
"15277",1,2,10,3,"C","A","Y","D",3,"D",10,2,"B","N",46,14,"N",8,"A",2,37,22,2,"Y","N","E",2,2
"15285",1,9,17,5,"N","C","N","D",3,"L",15,1,"I","Y",73,11,"N",10,"A",2,25,16,6,"Y","Y","E",2,8
"15286",2,6,15,1,"B","A","N","D",12,"A",10,1,"A","N",92,10,"Y",16,"A",2,37,18,1,"Y","N","C",2,11
"15289",1,4,13,1,"N","H","N","D",12,"B",5,1,"B","Y",84,9,"Y",7,"A",2,28,9,7,"Y","Y","E",2,2
"15291",1,9,16,1,"W","C","N","B",12,"L",5,1,"E","N",95,13,"N",9,"B",1,40,15,5,"N","N","A",1,1
"15318",1,19,5,1,"N","A","N","D",7,"B",15,1,"I","N",27,8,"N",4,"A",2,40,11,1,"Y","N","E",2,3
"15320",7,16,2,1,"B","I","Y","E",8,"H",15,3,"K","Y",28,11,"Y",4,"A",2,25,9,4,"Y","Y","E",2,2
"15321",3,12,19,5,"N","H","Y","D",7,"L",10,3,"I","N",52,21,"N",12,"B",4,31,9,2,"Y","N","E",5,1
"15324",1,18,2,1,"N","K","N","E",12,"J",10,3,"K","N",38,7,"N",6,"A",1,37,18,7,"Y","N","C",4,2
"15329",1,2,8,2,"C","A","Y","D",12,"B",15,2,"B","N",47,16,"N",9,"A",2,34,22,3,"Y","N","E",3,1
"15330",1,9,9,6,"N","H","N","D",12,"B",20,1,"C","N",75,14,"Y",11,"A",3,40,6,1,"Y","N","C",4,7
"15342",11,16,7,5,"B","A","Y","D",12,"B",15,3,"B","N",47,7,"N",14,"A",2,37,24,6,"Y","N","C",2,5
"15348",1,8,8,2,"N","K","Y","E",3,"M",20,1,"K","N",40,17,"Y",13,"A",3,40,17,3,"Y","N","E",3,6
"15355",5,9,19,3,"B","H","Y","G",12,"J",15,1,"K","N",26,10,"N",6,"B",1,37,17,7,"N","N","E",2,1
"15361",1,3,15,1,"C","H","N","B",7,"B",15,1,"B","N",25,15,"N",4,"A",1,40,17,2,"Y","N","D",1,2
"15369",5,6,17,3,"B","I","Y","F",12,"K",20,1,"M","N",55,10,"Y",12,"A",5,34,3,6,"Y","N","C",6,6
"15370",1,17,10,2,"N","A","Y","D",3,"B",5,1,"G","N",83,8,"N",7,"A",2,34,3,2,"Y","N","D",2,3
"15372",1,13,21,1,"S","C","N","D",8,"E",10,1,"A","N",44,15,"N",7,"B",1,37,9,7,"Y","N","D",1,1
"15379",2,3,9,1,"N","H","N","D",2,"B",10,1,"B","Y",85,11,"N",9,"A",2,40,13,4,"Y","Y","E",2,3
"15382",1,3,14,4,"N","K","N","E",12,"H",10,3,"M","N",88,8,"N",19,"A",2,34,19,2,"Y","N","C",2,10
"15391",5,8,11,3,"N","H","Y","D",3,"B",5,1,"C","N",91,13,"N",14,"A",2,28,6,5,"Y","N","E",2,8
"15394",13,9,1,1,"N","C","Y","D",7,"B",20,1,"C","N",88,12,"Y",6,"B",2,25,6,6,"Y","N","E",3,1
"15416",2,8,19,2,"N","K","N","E",7,"J",15,1,"R","N",86,18,"Y",22,"A",2,31,24,4,"Y","N","C",2,11
